OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Income_Total_households,Household_inc_less_35k,Pct_Household_inc_less_35k,Household_inc_35k_75k,Pct_Household_inc_35k_74999k,Household_inc_75k_200k,Pct_Household_inc_75k_200k,Household_inc_200k_more,Pct_Household_inc_200k_more,Median_household_inc,Average_Per_capita_Inc,Aggregate_HH_Income,Average_Household_Income,GlobalID,last_edited_date
154,031506,13067031506,315.06,ARC 10,1745,613,35.1,547,31.3,509,29.2,76,4.4,48125,28834,131038800,75094,{63CC0B09-7988-418B-83ED-85B5989E3824},
155,031508,13067031508,315.08,ARC 10,1727,233,13.5,687,39.8,683,39.5,124,7.2,73358,29399,148218000,85824,{BFA7B99C-C2CF-40AC-8042-E49D19737705},
156,031116,13067031116,311.16,ARC 10,1419,737,51.9,442,31.1,235,16.6,5,0.4,30781,15791,63592500,44815,{B6D497D9-0ED4-4E53-8A87-BA704BFBC817},
157,031115,13067031115,311.15,ARC 10,1641,485,29.6,578,35.2,498,30.3,80,4.9,59449,29811,144389408,87989,{AE994B2A-0834-4A58-A1D3-DDA62E9FE029},
158,030223,13067030223,302.23,ARC 10,2278,485,21.3,885,38.8,764,33.5,144,6.3,60086,31592,186339200,81799,{A685C6F4-9353-4AB4-A380-6768A2F711FC},
159,031312,13067031312,313.12,ARC 10,3523,883,25.1,1020,29,1439,40.8,181,5.1,70813,31491,296486208,84157,{6F5C8767-7D29-4B02-BA79-810F2CD4335E},
160,031313,13067031313,313.13,ARC 10,3840,585,15.2,734,19.1,1755,45.7,766,19.9,105233,51716,527888704,137471,{8E4D00E8-2FAC-48F2-983F-5B8C6DDDA098},
161,031309,13067031309,313.09,ARC 10,2585,957,37,879,34,749,29,0,0,50959,17270,140299808,54275,{35973B49-CCD9-4B97-BFE5-4C19ED3E8CFB},
162,130101,13117130101,1301.01,ARC 20,1346,250,18.6,371,27.6,645,47.9,80,5.9,77031,30678,118110800,87749,{11EF3C2E-E8E6-4025-98AD-D45C1BEE7D77},
163,130104,13117130104,1301.04,ARC 20,1469,199,13.5,475,32.3,712,48.5,83,5.7,81058,35457,135074208,91950,{CEB3AA53-48E5-4BC3-A73C-8A835D7D76AB},
164,130506,13117130506,1305.06,ARC 20,1185,272,23,287,24.2,519,43.8,107,9,78125,34319,114447904,96581,{FA6A6CEF-62AC-48F7-B5FB-77C4025FBB24},
165,031509,13067031509,315.09,ARC 10,3257,590,18.1,1263,38.8,1336,41,68,2.1,70325,24276,240222304,73756,{6AE9D4C8-F3DB-49CC-8EF9-A21D23E2AE9B},
166,031113,13067031113,311.13,ARC 10,554,362,65.3,164,29.6,28,5.1,0,0,28617,19166,17962800,32424,{F5AA2D77-4BE6-419C-9DC1-14A5736BEECC},
167,031114,13067031114,311.14,ARC 10,3700,1336,36.1,1666,45,682,18.4,16,0.4,41993,25798,188186096,50861,{00C56B89-8F0E-4475-ADAB-996E4469C35B},
168,030345,13067030345,303.45,ARC 10,2134,661,31,578,27.1,756,35.4,139,6.5,61306,33327,162706800,76245,{2DF6F8FD-8908-4ED1-B3A7-EE70302B1DB9},
169,030344,13067030344,303.44,ARC 10,1932,751,38.9,870,45,311,16.1,0,0,45087,26717,94790000,49063,{992C0035-C520-4E42-8845-965747BA1B5B},
170,030411,13067030411,304.11,ARC 10,1455,841,57.8,524,36,90,6.2,0,0,32929,15061,52512900,36091,{43189746-D0F5-4520-8604-DC23DAF2CC93},
171,030412,13067030412,304.12,ARC 10,1707,853,50,675,39.5,179,10.5,0,0,35012,15308,66232500,38801,{361D217F-4646-4A33-970A-5983ACB314B4},
172,030414,13067030414,304.14,ARC 10,1224,640,52.3,427,34.9,157,12.8,0,0,32179,17243,49676400,40585,{6FB83C37-1A53-4F82-9437-56795E33DAE5},
173,030413,13067030413,304.13,ARC 10,2353,1030,43.8,1059,45,247,10.5,17,0.7,39439,19762,115882304,49249,{5B5DE192-2A15-4D6D-BD43-148FA6AFBDA7},
174,030239,13067030239,302.39,ARC 10,2645,199,7.5,604,22.8,1329,50.2,513,19.4,103159,40878,342772288,129593,{687B4A12-EA2E-4A6F-AD82-8EEEDFA77A9A},
175,030238,13067030238,302.38,ARC 10,2134,161,7.5,390,18.3,1132,53,451,21.1,116528,41968,280497888,131442,{2EC4142F-0F92-44D0-BCB7-97D87CDADFB6},
176,030236,13067030236,302.36,ARC 10,1487,79,5.3,328,22.1,716,48.2,364,24.5,133715,44495,210241296,141386,{80B1EAE2-C2F1-4535-A55D-889DB44CC43E},
177,030407,13067030407,304.07,ARC 10,1998,425,21.3,631,31.6,866,43.3,76,3.8,70463,35595,170477200,85324,{C226188A-5D71-47FF-8152-9206D0EA76DA},
178,030408,13067030408,304.08,ARC 10,1371,265,19.3,454,33.1,528,38.5,124,9,70231,39214,122198200,89131,{0A5302DA-1A0B-4F9B-A122-A2F002ACCA2D},
179,030410,13067030410,304.10,ARC 10,2036,613,30.1,824,40.5,516,25.3,83,4.1,49706,30561,146642592,72025,{FA643337-09C7-43D9-9A90-CE0ECE43F6F9},
180,030409,13067030409,304.09,ARC 10,1294,264,20.4,225,17.4,471,36.4,334,25.8,113421,49079,173409792,134011,{911EB067-AB3D-44B9-A7D6-ECAF907FEF4E},
181,030343,13067030343,303.43,ARC 10,1609,83,5.2,329,20.4,800,49.7,397,24.7,111367,49304,227288704,141261,{78F492B8-6255-40E2-9B38-E76B4A4EB910},
